0.10742,2
0.097417,2
0.12781,2
0.067853,2
0.025225,2
-0.025986,2
0.13543,2
0.041125,2
0.07401,2
0.081207,2
0.077528,2
-0.005022,2
0.055577,2
0.20411,2
0.069656,2
0.11902,2
0.17179,2
0.0061591,2
0.088952,2
0.082574,2
-0.032915,2
0.10732,2
0.050922,2
0.06779,2
0.15603,2
0.19176,2
0.10352,2
-0.06679,2
0.019446,2
-0.019515,2
0.087241,2
0.062759,2
0.00040293,2
-0.0051037,2
-0.030544,2
-0.065402,2
0.0077197,2
0.083835,2
-0.014676,2
-0.03981,2
-0.017638,2
0.00062889,2
0.11152,2
-0.054177,2
0.14926,2
0.017823,2
-0.09297,3
0.10486,3
0.13626,3
0.014768,3
0.073099,3
-0.0034731,3
0.022229,3
0.15894,3
-0.041041,3
0.058524,3
0.029304,3
-0.030679,3
0.029946,3
0.098058,3
0.048089,3
-0.0022854,3
-0.05845,3
0.15126,3
-0.065253,3
-0.055081,3
-0.065413,3
-0.045947,3
-0.12108,3
-0.024597,3
-0.14046,3
-0.010282,3
-0.058457,3
-0.019702,3
-0.071371,3
-0.0018788,3
-0.060808,3
0.19632,3
0.0046925,3
-0.048123,3
0.058505,3
0.012313,3
0.12017,3
-0.039794,3
0.11044,3
0.17702,3
-0.051343,3
-0.079064,3
0.053987,3
-0.088621,3
0.036106,3
-0.15061,3
0.10157,3
-0.093764,3
0.10417,3
-0.018339,3
0.065172,3
0.039874,3
0.06019,3
0.15996,3
-0.056272,3
0.066715,3
-0.040526,3
0.059813,3
0.0016429,3
0.087646,3
0.060786,3
0.021714,3
0.015295,3
0.073584,3
-0.18078,3
-0.040587,3
-0.07158,3
0.06212,3
-0.061774,3
0.028975,3
0.077565,3
-0.026606,3
-0.069669,3
-0.11453,3
-0.025353,3
-0.098298,3
-0.091879,3
-0.069007,3
-0.020418,3
-0.090331,3
0.095415,3
-0.043589,3
0.14902,3
0.078943,3
-0.15243,3
0.032065,3
0.11779,3
0.03106,3
-0.013671,3
-0.088871,3
0.075806,3
-0.047258,3
-0.020821,3
-0.058048,3
-0.057538,3
-0.078659,3
0.017305,3
-0.086989,3
-0.047387,3
-0.074442,3
-0.023598,3
0.022899,3
-0.15533,3
0.058078,3
-0.0068793,3
0.089521,3
0.12589,3
-0.039114,3
-0.076947,3
-0.026677,3
-0.051536,3
-0.076794,3
0.091049,3
0.037387,3
-0.043652,3
0.045463,3
-0.038978,3
-0.050273,3
-0.013477,3
0.10674,3
-0.084735,3
0.14706,3
-0.09677,3
-0.015614,3
0.036608,3
0.013344,3
0.019973,3
0.049381,3
0.0034001,3
-0.03421,3
-0.0058386,3
0.012797,3
0.022621,3
0.14154,3
-0.061742,3
-5.7958e-05,3
0.059699,3
0.11528,3
