1.3157,-0.85311,-0.18087,1.5352,-0.021936,-0.49417,-0.63242,0.0055608,0.25103,0.56073,0.18738,0.10007,-0.4175,0.076759,0.31805,0.086283,0.035341,0.30555,1
0.52626,0.47737,-0.22918,1.7571,-0.027123,-0.49723,-0.56176,0.1657,0.22657,0.55999,0.12921,0.12159,-0.32397,0.056748,0.33435,0.03418,0.030731,0.31027,1
1.0319,-0.48764,-0.55466,1.5565,0.090992,-0.47465,-0.52459,0.21065,0.36065,0.47627,0.19174,0.032331,-0.36724,0.0029039,0.3152,0.076218,0.061964,0.32021,1
1.2089,0.38415,-0.49721,1.5217,0.053316,-0.20986,-0.65208,-0.10335,0.4159,0.58083,0.19809,0.07869,-0.31808,0.017734,0.27213,0.051546,0.034453,0.27067,1
0.66253,-0.28531,-0.47352,1.2025,0.51467,-0.47884,-0.53589,0.074725,0.30671,0.51485,0.12706,0.067166,-0.3311,0.070134,0.33411,0.042134,0.021647,0.3107,1
0.54794,-0.45062,0.051617,1.549,0.030861,-0.42244,-0.53984,0.13506,0.32258,0.49279,0.11328,0.096036,-0.39288,0.052578,0.28597,0.054976,0.035592,0.31608,1
0.74061,-0.27559,-0.52409,1.1863,0.49294,-0.48418,-0.522,0.24557,0.35021,0.50439,0.17019,0.029527,-0.33118,0.051902,0.27485,0.050917,0.040117,0.29056,1
0.9775,-0.29198,0.56413,1.707,-0.017508,-0.43428,-0.46381,-0.17959,0.33389,0.4252,0.28551,0.093114,-0.4105,0.038853,0.34782,0.041067,0.04662,0.30704,1
1.6882,-0.15729,-0.13962,1.6511,0.19391,-0.31172,-0.73468,0.0063028,0.35951,0.49574,0.1425,0.06745,-0.29986,-0.030671,0.26943,0.070961,0.069013,0.32164,1
1.6554,-0.23034,-0.31698,1.569,0.19863,-0.45162,-0.54203,0.14772,0.17747,0.51292,0.22264,0.12245,-0.31106,0.046632,0.28076,0.024675,0.067827,0.31878,1
1.1069,-0.0028365,0.46934,1.7626,0.010569,-0.58213,-0.45507,0.13012,0.083329,0.57905,0.013249,-0.0339,-0.34697,0.054371,0.26909,0.056574,0.029573,0.30586,1
1.0252,0.59697,-0.41792,0.90001,-0.24111,-1.0445,-0.61213,0.061282,0.4108,0.37853,0.15966,0.072928,-0.40758,-0.04042,0.2666,0.052164,0.050949,0.33931,1
0.16849,-0.044443,-0.41932,1.7215,-0.027216,-0.44459,-0.53656,0.059936,0.36528,0.49413,0.19178,0.081828,-0.35517,0.038908,0.26545,0.024414,0.055863,0.3135,1
1.1802,-0.047985,0.37343,1.6078,-0.036837,-0.43034,-0.33434,-0.06267,0.31753,0.36211,0.23683,0.044065,-0.3037,0.12395,0.32598,0.032694,0.037625,0.31684,1
0.51622,-0.32128,-0.057774,1.5121,-0.064562,-0.43019,-0.5042,0.24848,0.38533,0.47478,0.044367,0.098976,-0.36706,0.031888,0.31914,0.045973,0.043274,0.31475,1
1.5037,0.020769,-0.17802,1.4606,0.16305,-0.15861,-0.61505,-0.16477,0.42479,0.44522,0.040841,0.12614,-0.40929,0.020984,0.32532,0.033075,0.07932,0.32611,1
1.0993,-0.0072814,0.49122,1.6643,0.051579,-0.28416,-0.7212,0.095002,0.34943,0.52804,0.07978,0.090609,-0.40438,-0.029766,0.30021,0.034252,0.044051,0.30895,1
0.23236,-0.22929,-0.067421,1.2765,0.49723,-0.45388,-0.4996,0.015514,0.33977,0.45368,0.22305,0.036421,-0.33378,0.058511,0.26756,0.047281,0.038663,0.29245,1
1.2542,-0.66854,-0.38098,1.3351,0.030891,-0.40704,-0.49288,0.031991,0.30388,0.55541,0.10011,0.10275,-0.3861,0.023251,0.25198,0.06013,0.059951,0.3165,1
0.28116,-0.29134,-0.024162,1.3129,0.4535,-0.50831,-0.52371,0.0051225,0.34457,0.47353,0.23652,0.052253,-0.37524,0.038434,0.32621,0.02456,0.0017901,0.32837,1
0.62468,0.14798,0.11953,1.4565,0.50819,-0.44887,-0.54789,0.14688,0.23599,0.47858,0.15274,0.15206,-0.3686,0.058909,0.31424,0.045724,0.041488,0.33609,1
1.4309,-0.81414,-0.35244,1.5529,-0.022422,-0.51968,-0.54905,0.17252,0.38305,0.53791,0.2054,0.058485,-0.35802,0.031778,0.31007,0.058043,0.056364,0.3106,1
0.57178,-0.26876,-0.36877,1.2539,0.51228,-0.54432,-0.52385,0.14382,0.39575,0.47932,0.17805,0.033336,-0.32239,0.06012,0.35015,0.043998,0.026218,0.3094,1
0.23434,-0.25529,-0.076064,1.3557,0.53477,-0.44071,-0.49122,0.01186,0.33474,0.44097,0.21743,0.030447,-0.33017,0.051974,0.31202,0.075813,0.04898,0.31562,1
1.7373,0.11951,-0.0072868,1.8116,0.25492,-0.59127,-0.61506,-0.068868,0.17971,0.50661,0.10055,-0.087518,-0.29521,-0.0056931,0.3512,0.057661,0.027866,0.30653,1
0.79806,0.3185,0.17093,1.5174,0.51211,-0.39787,-0.80603,0.24422,0.33145,0.66066,0.14599,0.17354,-0.34949,0.019142,0.23161,0.034104,0.038901,0.27576,1
0.22902,-0.24251,-0.073567,1.2807,0.49449,-0.47782,-0.50151,0.022114,0.32516,0.47169,0.23502,0.055152,-0.38035,0.0080696,0.29821,0.050102,0.037049,0.33612,1
